Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log Sales,Log Total assets
Kernex Microsystems (India) Ltd.,2007,6.19,0.03,0.03,0.18,0.0,11.0,0.17,14.46,24.45,5.03,2.92,3.11,23.54,2.74,-9.45,0,5.429784129290343,7.2610143956197
Kernex Microsystems (India) Ltd.,2008,2.79,0.07,0.08,0.18,0.05,8.25,0.17,10.46,17.33,2.15,2.04,2.16,16.62,1.87,1.32,0,5.442850517280335,7.364103597404871
Kernex Microsystems (India) Ltd.,2009,1.89,0.12,0.15,0.03,-0.1,5.96,0.03,-98.73,-149.29,1.27,-4.93,-5.51,-192.95,-4.43,-80.96,0,3.784189633918261,7.361438959360775
Kernex Microsystems (India) Ltd.,2010,2.0,0.14,0.18,0.36,-0.04,3.67,0.31,9.99,15.44,1.29,3.14,3.67,22.92,2.83,920.45,0,6.1070228877422545,7.41860090254813
Kernex Microsystems (India) Ltd.,2011,2.1,0.11,0.14,0.35,0.04,2.83,0.3,9.57,14.83,1.48,2.96,3.43,26.98,2.64,-0.87,0,6.098298976021809,7.416919523421462
Kernex Microsystems (India) Ltd.,2012,2.33,0.1,0.13,0.22,0.02,1.4,0.2,1.31,5.58,1.67,0.28,0.32,22.2,0.25,-34.62,0,5.673323267171493,7.397071219260245
Kernex Microsystems (India) Ltd.,2013,2.13,0.12,0.16,0.24,-0.02,0.32,0.21,-5.13,-6.34,1.47,-1.15,-1.31,8.39,-1.02,5.26,0,5.724565013838729,7.442785591444945
Kernex Microsystems (India) Ltd.,2014,2.03,0.14,0.18,0.18,0.0,0.41,0.15,-40.23,-42.11,1.33,-6.37,-7.47,-0.9,-5.58,-27.69,0,5.40042258948519,7.382124365737512
Kernex Microsystems (India) Ltd.,2015,1.76,0.17,0.26,0.12,-0.04,0.5,0.09,-95.87,-95.85,1.17,-9.9,-12.07,-60.11,-8.5,-41.94,0,4.856706811803519,7.35096565333256
Kernex Microsystems (India) Ltd.,2016,1.97,0.13,0.19,0.13,-0.19,0.59,0.1,-222.57,-3.12,1.48,-25.24,-30.88,-115.86,-21.45,-1.94,0,4.837075242970874,7.1925582106830745
Kernex Microsystems (India) Ltd.,2017,1.75,0.16,0.23,0.15,0.02,0.6799999999999999,0.12,-105.49,-106.77,1.35,-13.59,-16.42,-16.45,-11.45,5.55,0,4.891100725401066,7.10734357067481
Kernex Microsystems (India) Ltd.,2018,1.95,0.13,0.22,0.1,-0.23,0.7699999999999999,0.09,-440.73,-75.24,1.55,-42.7,-52.38,-125.1,-32.78,-43.73,0,4.316153890523174,6.97522699409715
Kernex Microsystems (India) Ltd.,2019,2.84,0.05,0.08,0.22,-0.07,0.8599999999999999,0.2,-49.43,24.42,2.47,-10.94,-12.52,-46.14,-7.53,95.59,0,4.987025428457122,7.013735602519369
Kernex Microsystems (India) Ltd.,2020,2.11,0.11,0.2,0.22,0.01,0.95,0.2,-0.59,2.41,1.47,-0.13,-0.14,8.33,-0.09,6.55,0,5.050496827521386,7.094981455109547
Kernex Microsystems (India) Ltd.,2021,2.11,0.11,0.2,0.22,0.01,0.95,0.2,-0.59,2.41,1.47,-0.13,-0.14,8.33,-0.09,6.55,0,5.050496827521386,7.094981455109547
Lee & Nee Softwares (Exports) Ltd.,2000,3.91,0.0,0.0,0.39,-0.4,,0.39,-137.05,-137.05,3.9,-59.3,-59.45,26.67,-49.96,-29.95,0,4.4953553199808844,5.849036553975704
Lee & Nee Softwares (Exports) Ltd.,2001,4.23,0.01,0.01,0.12,0.05,,0.12,-48.3,-48.3,4.21,-6.33,-6.38,84.01,-5.24,-64.4,0,3.462606009790799,5.727499001273517
Lee & Nee Softwares (Exports) Ltd.,2002,15.14,0.0,0.0,0.0,-0.16,,0.0,-1000.0,-486.67,14.99,-6.33,-6.37,-2800.0,-5.75,-99.69,0,-2.3025850929940455,5.534969267887039
Lee & Nee Softwares (Exports) Ltd.,2003,8.69,0.0,0.0,0.03,-0.01,,0.03,22.73,22.73,8.44,1.22,1.22,-1.43,1.19,6900.0,0,1.9459101490553132,5.535363823031238
Lee & Nee Softwares (Exports) Ltd.,2004,2.46,0.0,0.0,0.02,0.05,,0.02,-89.04,-89.04,1.91,-2.66,-2.66,-138.46,-2.59,-25.71,0,1.6486586255873816,5.52823790214127
Lee & Nee Softwares (Exports) Ltd.,2005,3.14,0.0,0.0,0.04,-0.01,,0.04,-47.0,-46.0,2.14,-1.96,-1.96,0.0,-1.9,88.46,0,2.2823823856765264,5.495527535835742
Lee & Nee Softwares (Exports) Ltd.,2006,0.07,0.0,0.0,0.04,-0.09,,0.04,-22.58,-20.0,0.05,-0.89,-0.89,-14.77,-0.54,-10.2,0,2.174751721484161,6.277582897583581
Lee & Nee Softwares (Exports) Ltd.,2007,2.89,0.0,0.0,0.03,-0.05,,0.03,-4.03,-4.84,2.08,-0.13,-0.13,-6.19,-0.09,28.41,0,2.424802725718295,6.279084117606557
Lee & Nee Softwares (Exports) Ltd.,2008,2.1,0.0,0.0,0.02,-0.01,,0.02,8.55,9.32,1.39,0.19,0.19,8.26,0.19,-3.54,0,2.388762789235098,6.283014131086252
Lee & Nee Softwares (Exports) Ltd.,2009,2.27,0.0,0.0,0.01,0.07,,0.01,-12.64,12.5,1.51,-0.21,-0.21,-35.71,-0.21,-35.78,0,1.9459101490553132,6.2813317304651
Lee & Nee Softwares (Exports) Ltd.,2010,4.15,0.0,0.0,0.01,0.41,,0.01,-15.85,24.6,1.69,-0.25,-0.25,8.0,-0.22,7.14,0,2.0149030205422647,6.455355783684759
Lee & Nee Softwares (Exports) Ltd.,2011,9.32,0.0,0.0,0.02,-0.02,,0.02,-6.8,4.39,0.76,-0.13,-0.13,43.48,-0.11,22.67,0,2.2192034840549946,6.454097328272487
Lee & Nee Softwares (Exports) Ltd.,2012,39.84,0.0,0.0,0.03,0.01,,0.03,0.65,0.65,1.28,0.02,0.02,11.11,0.02,56.52,0,2.667228206581955,6.286370464649083
Lee & Nee Softwares (Exports) Ltd.,2013,17.24,0.0,0.0,0.03,0.27,,0.03,0.55,0.55,0.76,0.02,0.02,14.12,0.02,22.92,0,2.8735646395797834,6.286184296911414
Lee & Nee Softwares (Exports) Ltd.,2014,2.13,0.0,0.0,0.03,0.1,,0.03,-0.64,0.0,2.13,-0.02,-0.02,-2.0,-0.02,-15.25,0,2.70805020110221,6.285439279182783
Lee & Nee Softwares (Exports) Ltd.,2015,2.5,0.0,0.0,0.03,0.01,,0.03,1.35,1.35,2.45,0.04,0.04,-4.44,0.04,-10.0,0,2.6026896854443837,6.284507225801859
Lee & Nee Softwares (Exports) Ltd.,2016,43.57,0.0,0.0,0.04,0.0,,0.04,2.82,2.82,0.8,0.13,0.13,-3.52,0.13,68.15,0,3.122364924487357,6.2878585601617845
Lee & Nee Softwares (Exports) Ltd.,2017,0.42,0.0,0.0,0.05,0.0,,0.05,4.66,4.66,0.4,0.24,0.24,6.61,0.24,13.22,0,3.246490991901174,6.295081482572068
Lee & Nee Softwares (Exports) Ltd.,2018,1.0,0.0,0.0,0.07,-0.06,,0.07,3.45,3.71,0.99,0.24,0.24,5.1,0.24,37.35,0,3.563882963939251,6.299867942373015
Lee & Nee Softwares (Exports) Ltd.,2019,1.36,0.0,0.0,0.08,-0.01,,0.08,2.1,2.94,1.34,0.19,0.19,-6.47,0.18,18.13,0,3.730501128804756,6.296925140911405
Lee & Nee Softwares (Exports) Ltd.,2020,1.42,0.0,0.0,0.09,-0.01,,0.09,3.01,3.39,1.41,0.3,0.3,-5.61,0.29,15.35,0,3.8732821771117156,6.3035343076165935
Lee & Nee Softwares (Exports) Ltd.,2021,1.42,0.0,0.0,0.09,-0.01,,0.09,3.01,3.39,1.41,0.3,0.3,-5.61,0.29,15.35,0,3.8732821771117156,6.3035343076165935
M P S Ltd.,2000,2.64,0.0,0.0,0.87,0.12,242.92,0.87,30.47,41.86,2.36,27.66,27.66,45.16,20.47,6.58,0,6.517523551514562,7.048907558738021
M P S Ltd.,2001,4.8,0.0,0.0,0.41,0.06,47.08,0.41,11.58,19.56,3.92,5.13,5.13,20.12,4.04,-46.25,0,5.896604266084022,6.990900860068806
M P S Ltd.,2002,3.65,0.0,0.0,0.83,0.13,425.0,0.83,25.03,31.2,3.07,21.69,21.69,33.53,17.66,128.97,0,6.725033642166843,7.220885775887505
M P S Ltd.,2003,3.63,0.0,0.0,0.88,0.19,543.0,0.88,26.87,31.91,3.25,24.55,24.55,34.89,19.12,24.05,0,6.94051284322031,7.4031220276855825
M P S Ltd.,2004,4.16,0.0,0.0,0.91,0.23,758.17,0.91,32.31,35.06,3.76,30.29,30.29,39.0,23.66,23.91,0,7.154927808095708,7.57347987396411
M P S Ltd.,2005,4.33,0.0,0.0,0.82,0.12,687.33,0.82,28.29,29.32,3.69,24.15,24.15,31.43,19.38,7.12,0,7.223733220588765,7.696667081526462
M P S Ltd.,2006,3.91,0.0,0.0,0.79,0.12,563.67,0.79,21.69,22.79,3.24,17.69,17.69,25.12,14.35,9.0,0,7.309948373219882,7.80363920107863
M P S Ltd.,2007,3.35,0.0,0.0,0.73,0.03,337.17,0.73,10.82,13.53,2.39,8.27,8.27,14.32,6.8,0.64,0,7.316282361126121,7.839092246394858
M P S Ltd.,2008,1.48,0.0,0.0,1.05,0.11,1164.0,1.05,10.9,14.0,1.18,11.51,11.51,19.69,9.06,9.93,0,7.4109518755836366,7.287765817617833
M P S Ltd.,2009,1.28,0.0,0.01,1.34,0.08,274.67,1.34,4.65,6.06,1.04,6.26,6.28,10.5,4.3,-14.16,0,7.258271295605286,7.3959057537089095
M P S Ltd.,2010,1.13,0.08,0.16,1.48,0.02,143.42000000000002,1.39,-7.8,-7.01,0.96,-11.31,-12.05,-6.45,-7.26,-8.26,0,7.172040773627522,7.162397497355718
M P S Ltd.,2011,1.8,0.05,0.08,2.8,0.06,12.17,2.49,5.49,7.31,1.47,14.06,15.76,13.61,9.21,47.68,0,7.56190172219235,6.97044834832056
M P S Ltd.,2012,2.15,0.05,0.07,2.14,0.27,67.9,2.0,18.38,23.85,1.84,37.7,40.46,26.54,27.61,-14.74,0,7.4023905433494,7.070299208167417
M P S Ltd.,2013,2.65,0.0,0.01,2.15,0.36,163.71,2.08,20.48,33.6,2.64,43.4,44.88,36.61,33.45,14.82,0,7.540568420502383,7.069108529339895
M P S Ltd.,2014,8.93,0.01,0.01,1.17,0.18,275.48,1.17,23.35,40.06,8.92,28.45,28.62,38.03,24.97,7.91,0,7.616677378657444,7.934978971562594
M P S Ltd.,2015,2.77,0.0,0.0,0.85,0.12,939.09,0.84,27.92,43.41,2.76,25.42,25.54,40.14,19.81,10.27,0,7.714409700335677,8.298763512328248
M P S Ltd.,2016,5.67,0.0,0.0,0.72,0.11,553.29,0.72,26.0,41.97,5.66,19.68,19.73,39.66,14.42,-0.21,0,7.712264927395543,8.40135576184027
